Product_ID,Product_Name,Category,Sub_Category,Unit_Cost,Stock_Quantity,Supplier_ID,Unit_Price,Total_Units_Sold,Margin_Percentage
TEC-MA-10002937,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Machines,142.26,34,SUP-042,168.0,6,15.32
OFF-PA-10002230,Xerox 1897,Office Supplies,Paper,1.32,125,SUP-022,2.0825,33,36.61
FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,20.21,188,SUP-035,38.568,64,47.6
FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,6.72,108,SUP-024,13.662,27,50.81
OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,40.79,168,SUP-001,86.87,49,53.04
OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,11.96,129,SUP-038,19.04,45,37.18
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,9.25,173,SUP-031,14.846666666666666,47,37.7
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,32.29,101,SUP-030,85.8,33,62.37
OFF-LA-10001317,Avery 520,Office Supplies,Labels,1.02,111,SUP-006,1.752,32,41.78
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,0.89,75,SUP-034,2.712857142857143,38,67.19
OFF-AR-10000588,Newell 345,Office Supplies,Art,8.87,153,SUP-026,17.93777777777778,38,50.55
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,15.45,116,SUP-035,27.80285714285714,50,44.43
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,24.12,75,SUP-041,51.041428571428575,29,52.74
OFF-AR-10003156,50 Colored Long Pencils,Office Supplies,Art,2.84,122,SUP-030,5.588,34,49.18
OFF-AR-10004974,Newell 342,Office Supplies,Art,0.87,38,SUP-036,1.23,8,29.27
TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Phones,3.69,86,SUP-033,6.18,16,40.29
OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,127.61,97,SUP-007,250.16199999999998,31,48.99
TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories,9.1,96,SUP-044,11.818000000000001,44,23.0
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,28.14,120,SUP-034,43.47428571428571,47,35.27
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,148.8,163,SUP-017,182.21166666666667,41,18.34
OFF-EN-10001415,Staple envelope,Office Supplies,Envelopes,1.9,56,SUP-030,2.93,15,35.15
OFF-AP-10002472,3M Office Air Cleaner,Office Supplies,Appliances,8.96,49,SUP-029,14.435,18,37.93
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,44.8,104,SUP-036,145.83333333333334,44,69.28
OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,3.28,171,SUP-050,8.63888888888889,49,62.03
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,161.19,111,SUP-033,483.59833333333336,30,66.67
OFF-BI-10000315,Poly Designer Cover & Back,Office Supplies,Binders,7.23,116,SUP-006,14.03,46,48.47
OFF-SU-10003505,Premier Electric Letter Opener,Office Supplies,Supplies,35.73,173,SUP-014,59.255,53,39.7
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,17.46,109,SUP-018,31.575714285714287,39,44.7
FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,28.8,90,SUP-022,53.01,19,45.67
OFF-BI-10002194,Cardinal Hold-It CD Pocket,Office Supplies,Binders,1.27,102,SUP-027,3.5425,21,64.15
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,20.56,107,SUP-009,36.153,39,43.13
OFF-ST-10002743,SAFCO Boltless Steel Shelving,Office Supplies,Storage,61.73,116,SUP-040,113.43900000000001,56,45.58
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,34.89,70,SUP-046,44.53666666666666,21,21.66
TEC-PH-10002680,Samsung Galaxy Note 3,Technology,Phones,115.53,77,SUP-044,156.43666666666667,15,26.15
OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,8.55,132,SUP-038,23.11888888888889,43,63.02
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,5.33,88,SUP-044,10.687999999999999,36,50.13
OFF-PA-10003465,Xerox 1912,Office Supplies,Paper,5.08,92,SUP-015,10.1575,26,49.99
TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,13.39,83,SUP-050,23.416,25,42.82
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,1.61,113,SUP-001,2.894285714285714,41,44.37
OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,70.24,166,SUP-033,141.8557142857143,44,50.48
TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories,1.38,48,SUP-046,1.75,17,21.14
TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,40.03,109,SUP-042,82.24125,37,51.33
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,6.31,134,SUP-048,19.0925,55,66.95
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,33.89,162,SUP-010,53.25,65,36.36
TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Technology,Phones,35.34,74,SUP-032,66.166,16,46.59
TEC-PH-10001363,Apple iPhone 5S,Technology,Phones,284.67,46,SUP-032,507.5625,14,43.91
TEC-PH-10000376,Square Credit Card Reader,Technology,Phones,2.58,180,SUP-047,3.575714285714286,54,27.85
TEC-AC-10000303,Logitech M510 Wireless Mouse,Technology,Accessories,16.16,65,SUP-017,27.040000000000003,12,40.24
OFF-ST-10001809,Fellowes Officeware Wire Shelving,Office Supplies,Storage,69.28,181,SUP-002,180.45727272727274,49,61.61
OFF-EN-10003845,Colored Envelopes,Office Supplies,Envelopes,1.22,87,SUP-036,4.7,28,74.04
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories,15.95,81,SUP-015,20.335,30,21.56
FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables,23.09,88,SUP-015,69.2625,29,66.66
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,17.65,58,SUP-026,36.7075,24,51.92
OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders,15.84,66,SUP-040,22.849999999999998,17,30.68
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,28.41,121,SUP-030,60.92416666666667,48,53.37
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,28.41,144,SUP-005,60.92416666666667,48,53.37
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,7.4,67,SUP-040,16.683333333333334,13,55.64
OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders,8.47,207,SUP-029,14.583000000000002,69,41.92
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,5.25,122,SUP-027,7.8127272727272725,61,32.8
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,218.01,117,SUP-045,494.6833333333333,44,55.93
OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,0.41,72,SUP-032,0.5833333333333334,20,29.71
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,24.49,146,SUP-028,77.93666666666667,62,68.58
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,24.49,205,SUP-033,77.93666666666667,62,68.58
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,2.59,80,SUP-046,4.234285714285714,22,38.83
OFF-AR-10003856,Newell 344,Office Supplies,Art,1.62,78,SUP-036,2.518,20,35.66
OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Storage,5.21,220,SUP-027,7.986666666666666,63,34.77
OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Storage,5.21,142,SUP-002,7.986666666666666,63,34.77
OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,452.66,122,SUP-009,1662.819,44,72.78
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,32.52,74,SUP-006,41.31,19,21.28
TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,9.05,91,SUP-001,10.44,37,13.31
OFF-AR-10003811,Newell 327,Office Supplies,Art,1.02,103,SUP-013,1.5274999999999999,28,33.22
OFF-AR-10001246,Newell 317,Office Supplies,Art,1.35,100,SUP-037,5.28,40,74.43
TEC-CO-10003236,Canon Image Class D660 Copier,Technology,Copiers,149.56,87,SUP-040,198.0,20,24.46
OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,4.79,193,SUP-017,7.234,64,33.78
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,2.69,154,SUP-027,6.62,43,59.37
OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,143.07,113,SUP-008,278.11375,45,48.56
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,36.23,201,SUP-034,86.70666666666666,60,58.22
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,1.33,107,SUP-022,2.118,39,37.2
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,11.31,185,SUP-013,16.064444444444447,59,29.6
TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,81.29,299,SUP-049,128.23222222222222,109,36.61
TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,81.29,263,SUP-044,128.23222222222222,109,36.61
OFF-FA-10002815,Staples,Office Supplies,Fasteners,3.09,52,SUP-043,5.673333333333333,11,45.53
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,117.42,156,SUP-002,299.3677777777778,53,60.78
OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage,6.04,98,SUP-028,7.636666666666667,43,20.91
OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,295.53,126,SUP-012,663.175,37,55.44
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,9.2,89,SUP-017,19.24,27,52.18
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,78.46,166,SUP-019,120.34875,52,34.81
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,4.8,77,SUP-020,7.545,27,36.38
TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,87.95,145,SUP-008,131.43571428571428,43,33.09
OFF-ST-10001325,Sterilite Officeware Hinged File Box,Office Supplies,Storage,3.28,138,SUP-032,5.503636363636364,74,40.4
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,9.2,127,SUP-020,35.91625,38,74.38
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,1.13,58,SUP-011,1.495,25,24.41
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,27.86,95,SUP-034,42.48333333333333,24,34.42
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,32.43,256,SUP-002,74.30133333333333,84,56.35
TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,59.24,76,SUP-034,86.48400000000001,22,31.5
TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,24.65,60,SUP-024,27.77,18,11.24
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,27.28,91,SUP-048,53.80888888888889,37,49.3
TEC-PH-10002597,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,32.42,65,SUP-003,55.435,15,41.52
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,20.17,145,SUP-026,40.992222222222225,41,50.8
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,1.95,99,SUP-045,3.248333333333333,41,39.97
OFF-PA-10002986,Xerox 1898,Office Supplies,Paper,3.08,219,SUP-007,7.996363636363637,66,61.48
OFF-SU-10001935,Staple remover,Office Supplies,Supplies,0.65,82,SUP-043,1.5983333333333334,31,59.33
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,366.16,132,SUP-045,510.8375,47,28.32
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,14.2,86,SUP-050,22.55666666666667,27,37.05
OFF-FA-10004248,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,1.18,81,SUP-008,2.4219999999999997,39,51.28
OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,194.09,75,SUP-006,432.21399999999994,26,55.09
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,1.5,146,SUP-041,2.205,48,31.97
OFF-LA-10001297,Avery 473,Office Supplies,Labels,5.31,121,SUP-035,19.279999999999998,32,72.46
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,Tables,300.25,85,SUP-020,520.26,14,42.29
OFF-PA-10003441,Xerox 226,Office Supplies,Paper,3.48,210,SUP-022,8.120000000000001,68,57.14
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,6.32,164,SUP-043,13.56,50,53.39
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,8.63,24,SUP-038,13.0,1,33.62
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,2.96,87,SUP-018,5.554,24,46.71
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,1.1,24,SUP-049,1.4,7,21.43
TEC-PH-10002496,Cisco SPA301,Technology,Phones,80.62,119,SUP-016,124.04875,40,35.01
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,11.29,83,SUP-044,47.4025,20,76.18
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,5.8,119,SUP-012,18.357142857142858,31,68.4
OFF-PA-10004451,Xerox 222,Office Supplies,Paper,3.43,120,SUP-009,7.787142857142858,30,55.95
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,99.38,99,SUP-022,217.81300000000002,52,54.37
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,1.52,135,SUP-040,2.2016666666666667,36,30.96
OFF-AR-10003394,Newell 332,Office Supplies,Art,1.96,85,SUP-024,4.822,24,59.35
OFF-PA-10001450,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,1.73,55,SUP-002,2.49,8,30.52
OFF-SU-10001574,Acme Value Line Scissors,Office Supplies,Supplies,1.09,124,SUP-004,3.076666666666666,45,64.57
FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,Furnishings,6.94,116,SUP-032,8.8225,32,21.34
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,4.28,115,SUP-047,8.49,39,49.59
TEC-PH-10000586,AT&T SB67148 SynJ,Technology,Phones,32.31,44,SUP-015,79.18666666666667,12,59.2
OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,2.04,62,SUP-037,3.195,24,36.15
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,65.33,130,SUP-037,183.30625,38,64.36
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Technology,Phones,10.9,109,SUP-001,27.748,32,60.72
OFF-PA-10002005,Xerox 225,Office Supplies,Paper,2.83,157,SUP-038,4.825555555555556,52,41.35
OFF-PA-10004101,Xerox 1894,Office Supplies,Paper,4.64,110,SUP-006,6.566,26,29.33
OFF-AR-10004078,Newell 312,Office Supplies,Art,2.91,114,SUP-015,7.545454545454546,55,61.43
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,8.89,162,SUP-033,12.347777777777777,69,28.0
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,28.31,87,SUP-027,82.09833333333333,32,65.52
OFF-SU-10004115,Acme Stainless Steel Office Snips,Office Supplies,Supplies,2.68,73,SUP-023,5.922499999999999,21,54.75
TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Technology,Phones,55.4,65,SUP-019,117.38666666666666,22,52.81
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Technology,Phones,99.97,55,SUP-013,277.59999999999997,14,63.99
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,98.2,156,SUP-043,229.56923076923078,58,57.22
OFF-PA-10002120,Xerox 1889,Office Supplies,Paper,17.87,78,SUP-033,24.060000000000002,21,25.73
OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,0.74,105,SUP-014,1.5783333333333334,36,53.12
TEC-PH-10003092,Motorola L804,Technology,Phones,11.53,121,SUP-010,16.231666666666666,41,28.97
OFF-LA-10004345,Avery 493,Office Supplies,Labels,1.47,86,SUP-016,3.2325,26,54.52
OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,0.96,141,SUP-014,1.478,35,35.05
TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,73.83,81,SUP-005,147.09833333333333,31,49.81
OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,1.59,109,SUP-028,4.061249999999999,39,60.85
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,4.35,115,SUP-004,8.258,27,47.32
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,2.69,125,SUP-014,8.292222222222222,45,67.56
OFF-BI-10002824,Recycled Easel Ring Binders,Office Supplies,Binders,3.73,114,SUP-030,8.211111111111112,60,54.57
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,Phones,22.31,97,SUP-049,70.60833333333333,30,68.4
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,1.81,190,SUP-019,4.41,67,58.96
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,75.31,104,SUP-001,239.135,29,68.51
OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,50.77,79,SUP-027,126.75666666666667,17,59.95
OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,38.1,93,SUP-028,65.062,27,41.44
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,3.46,145,SUP-001,7.337777777777778,37,52.85
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,22.13,77,SUP-040,43.49142857142857,29,49.12
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,1.2,165,SUP-007,1.9644444444444444,54,38.91
OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,Storage,57.96,87,SUP-045,112.1125,22,48.3
TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,20.21,62,SUP-024,46.038,18,56.1
TEC-PH-10002103,Jabra SPEAK 410,Technology,Phones,60.42,95,SUP-001,131.6511111111111,42,54.11
TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,3.45,74,SUP-026,5.053333333333334,20,31.73
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,34.79,105,SUP-013,85.79142857142858,48,59.45
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,8.67,112,SUP-030,18.223000000000003,60,52.42
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,16.19,136,SUP-025,25.909999999999997,36,37.51
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,2.31,207,SUP-008,5.7375,61,59.74
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,Furnishings,2.8,133,SUP-003,7.5,36,62.67
OFF-ST-10000585,Economy Rollaway Files,Office Supplies,Storage,120.28,62,SUP-015,264.0042857142857,17,54.44
OFF-LA-10002787,Avery 480,Office Supplies,Labels,1.65,121,SUP-012,2.75,38,40.0
OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,2.2,158,SUP-007,4.51625,45,51.29
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,43.1,73,SUP-045,93.61000000000001,27,53.96
OFF-FA-10003112,Staples,Office Supplies,Fasteners,1.9,126,SUP-005,3.4414285714285713,54,44.79
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,9.47,88,SUP-011,17.27375,37,45.18
TEC-AC-10001142,First Data FD10 PIN Pad,Technology,Accessories,73.13,71,SUP-018,215.512,19,66.07
TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,9.45,73,SUP-048,20.0225,17,52.8
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,48.11,57,SUP-033,59.93,13,19.72
OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,1.62,141,SUP-035,3.498333333333333,36,53.69
OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,34.62,92,SUP-032,119.18166666666667,28,70.95
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,32.43,107,SUP-002,46.919999999999995,41,30.88
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,2.69,109,SUP-018,4.405,48,38.93
TEC-PH-10004042,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones,73.83,60,SUP-040,171.05,18,56.84
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",Furniture,Furnishings,2.82,111,SUP-018,4.81,21,41.37
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,8.01,104,SUP-039,22.842499999999998,51,64.93
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,81.24,96,SUP-039,124.055,30,34.51
OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,12.58,124,SUP-032,25.187142857142856,56,50.05
OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,12.58,146,SUP-021,25.187142857142856,56,50.05
OFF-AR-10001954,Newell 331,Office Supplies,Art,2.17,91,SUP-034,3.4375,26,36.87
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,7.46,154,SUP-013,10.253333333333332,41,27.24
OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,4.02,129,SUP-048,5.438571428571429,47,26.08
OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,2.67,68,SUP-021,3.77,16,29.18
TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,4.21,89,SUP-029,5.15,30,18.25
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,27.11,89,SUP-005,62.474000000000004,27,56.61
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,52.66,216,SUP-003,120.09142857142857,77,56.15
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,52.66,141,SUP-050,120.09142857142857,77,56.15
OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,2.83,71,SUP-044,11.228333333333333,26,74.8
OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,8.07,97,SUP-012,18.43857142857143,40,56.23
TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,2819.17,24,SUP-001,3999.99,2,29.52
OFF-LA-10001934,Avery 516,Office Supplies,Labels,2.9,104,SUP-030,4.6075,25,37.06
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,49.46,158,SUP-031,72.21555555555555,52,31.51
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,33.83,91,SUP-003,53.1625,29,36.36
OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,3.3,118,SUP-015,4.788333333333333,53,31.08
TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories,128.91,48,SUP-028,241.28000000000003,17,46.57
OFF-PA-10000743,Xerox 1977,Office Supplies,Paper,3.76,86,SUP-014,10.154,23,62.97
OFF-LA-10002312,Avery 490,Office Supplies,Labels,3.85,92,SUP-034,7.973999999999999,33,51.72
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,15.52,149,SUP-012,27.19363636363636,60,42.93
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,2.8,20,SUP-004,3.595,4,22.11
OFF-BI-10001575,GBC Linen Binding Covers,Office Supplies,Binders,3.92,122,SUP-034,6.609999999999999,35,40.7
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,23.28,117,SUP-018,49.98571428571428,45,53.43
FUR-TA-10002774,Laminate Occasional Tables,Furniture,Tables,63.71,88,SUP-031,75.15333333333334,27,15.23
