Order_ID,Status,Status_Date,Updated_By
US-2018-111423,Shipped,2018-08-19 00:00:00,ShippingDept
US-2018-111423,Delivered,2018-08-22 00:00:00,DeliveryService
CA-2016-125178,Pending,2016-10-03 00:00:00,System
CA-2016-125178,Confirmed,2016-10-03 06:00:00,OrderManager
CA-2016-125178,Processing,2016-10-03 21:00:00,WarehouseStaff
CA-2016-125178,Shipped,2016-10-09 00:00:00,ShippingDept
CA-2016-125178,Delivered,2016-10-15 00:00:00,DeliveryService
CA-2017-156685,Pending,2017-07-08 00:00:00,System
CA-2017-156685,Confirmed,2017-07-08 05:00:00,OrderManager
CA-2017-156685,Processing,2017-07-09 05:00:00,WarehouseStaff
CA-2017-156685,Shipped,2017-07-10 00:00:00,ShippingDept
CA-2017-156685,Delivered,2017-07-15 00:00:00,DeliveryService
CA-2018-126865,Pending,2018-12-05 00:00:00,System
CA-2018-126865,Confirmed,2018-12-05 05:00:00,OrderManager
CA-2018-126865,Processing,2018-12-05 18:00:00,WarehouseStaff
CA-2018-126865,Shipped,2018-12-07 00:00:00,ShippingDept
CA-2018-126865,Delivered,2018-12-13 00:00:00,DeliveryService
CA-2018-102834,Pending,2018-03-09 00:00:00,System
CA-2018-102834,Confirmed,2018-03-09 12:00:00,OrderManager
CA-2018-102834,Processing,2018-03-10 09:00:00,WarehouseStaff
CA-2018-102834,Shipped,2018-03-13 00:00:00,ShippingDept
CA-2018-102834,Delivered,2018-03-17 00:00:00,DeliveryService
US-2017-139710,Pending,2017-06-09 00:00:00,System
US-2017-139710,Confirmed,2017-06-09 07:00:00,OrderManager
US-2017-139710,Processing,2017-06-10 00:00:00,WarehouseStaff
US-2017-139710,Shipped,2017-06-15 00:00:00,ShippingDept
US-2017-139710,Delivered,2017-06-18 00:00:00,DeliveryService
CA-2018-121538,Pending,2018-11-28 00:00:00,System
CA-2018-121538,Confirmed,2018-11-28 01:00:00,OrderManager
CA-2018-121538,Processing,2018-11-28 21:00:00,WarehouseStaff
CA-2018-121538,Shipped,2018-12-01 00:00:00,ShippingDept
CA-2018-121538,Delivered,2018-12-07 00:00:00,DeliveryService
US-2018-101539,Pending,2018-03-16 00:00:00,System
US-2018-101539,Confirmed,2018-03-16 04:00:00,OrderManager
US-2018-101539,Processing,2018-03-16 18:00:00,WarehouseStaff
US-2018-101539,Shipped,2018-03-18 00:00:00,ShippingDept
US-2018-101539,Delivered,2018-03-20 00:00:00,DeliveryService
CA-2017-152121,Pending,2017-11-27 00:00:00,System
CA-2017-152121,Confirmed,2017-11-27 05:00:00,OrderManager
CA-2017-152121,Processing,2017-11-28 02:00:00,WarehouseStaff
CA-2017-152121,Shipped,2017-11-29 00:00:00,ShippingDept
CA-2017-152121,Delivered,2017-12-01 00:00:00,DeliveryService
CA-2018-161200,Pending,2018-08-06 00:00:00,System
CA-2018-161200,Confirmed,2018-08-06 04:00:00,OrderManager
CA-2018-161200,Processing,2018-08-06 19:00:00,WarehouseStaff
CA-2018-161200,Shipped,2018-08-10 00:00:00,ShippingDept
CA-2018-161200,Delivered,2018-08-17 00:00:00,DeliveryService
CA-2018-101245,Pending,2018-11-27 00:00:00,System
CA-2018-101245,Confirmed,2018-11-27 01:00:00,OrderManager
CA-2018-101245,Processing,2018-11-27 07:00:00,WarehouseStaff
CA-2018-101245,Shipped,2018-12-03 00:00:00,ShippingDept
CA-2018-101245,Delivered,2018-12-10 00:00:00,DeliveryService
CA-2016-141768,Pending,2016-05-25 00:00:00,System
CA-2016-141768,Confirmed,2016-05-25 09:00:00,OrderManager
CA-2016-141768,Processing,2016-05-26 04:00:00,WarehouseStaff
CA-2016-141768,Shipped,2016-05-27 00:00:00,ShippingDept
CA-2016-141768,Delivered,2016-06-01 00:00:00,DeliveryService
CA-2017-112109,Pending,2017-07-08 00:00:00,System
CA-2017-112109,Confirmed,2017-07-08 05:00:00,OrderManager
CA-2017-112109,Processing,2017-07-08 14:00:00,WarehouseStaff
CA-2017-112109,Shipped,2017-07-12 00:00:00,ShippingDept
CA-2017-112109,Delivered,2017-07-16 00:00:00,DeliveryService
CA-2018-144064,Pending,2018-08-29 00:00:00,System
CA-2018-144064,Confirmed,2018-08-29 12:00:00,OrderManager
CA-2018-144064,Processing,2018-08-30 02:00:00,WarehouseStaff
CA-2018-144064,Shipped,2018-09-01 00:00:00,ShippingDept
CA-2018-144064,Delivered,2018-09-04 00:00:00,DeliveryService
CA-2017-108581,Pending,2017-06-20 00:00:00,System
CA-2017-108581,Confirmed,2017-06-20 11:00:00,OrderManager
CA-2017-108581,Processing,2017-06-21 11:00:00,WarehouseStaff
CA-2017-108581,Shipped,2017-06-26 00:00:00,ShippingDept
CA-2017-108581,Delivered,2017-07-03 00:00:00,DeliveryService
CA-2018-157987,Pending,2018-09-02 00:00:00,System
CA-2018-157987,Confirmed,2018-09-02 02:00:00,OrderManager
CA-2018-157987,Processing,2018-09-02 15:00:00,WarehouseStaff
CA-2018-157987,Shipped,2018-09-06 00:00:00,ShippingDept
CA-2018-157987,Delivered,2018-09-10 00:00:00,DeliveryService
CA-2018-110905,Pending,2018-09-10 00:00:00,System
CA-2018-110905,Confirmed,2018-09-10 09:00:00,OrderManager
CA-2018-110905,Processing,2018-09-11 06:00:00,WarehouseStaff
CA-2018-110905,Shipped,2018-09-15 00:00:00,ShippingDept
CA-2018-110905,Delivered,2018-09-21 00:00:00,DeliveryService
CA-2018-165841,Pending,2018-12-21 00:00:00,System
CA-2018-165841,Confirmed,2018-12-21 05:00:00,OrderManager
CA-2018-165841,Processing,2018-12-21 19:00:00,WarehouseStaff
CA-2018-165841,Shipped,2018-12-28 00:00:00,ShippingDept
CA-2018-165841,Delivered,2019-01-02 00:00:00,DeliveryService
CA-2018-117485,Pending,2018-09-23 00:00:00,System
CA-2018-117485,Confirmed,2018-09-23 05:00:00,OrderManager
CA-2018-117485,Processing,2018-09-24 03:00:00,WarehouseStaff
CA-2018-117485,Shipped,2018-09-29 00:00:00,ShippingDept
CA-2018-117485,Delivered,2018-10-04 00:00:00,DeliveryService
CA-2018-140242,Pending,2018-05-06 00:00:00,System
CA-2018-140242,Confirmed,2018-05-06 03:00:00,OrderManager
CA-2018-140242,Processing,2018-05-07 01:00:00,WarehouseStaff
CA-2018-140242,Shipped,2018-05-11 00:00:00,ShippingDept
CA-2018-140242,Delivered,2018-05-15 00:00:00,DeliveryService
CA-2015-148950,Pending,2015-12-14 00:00:00,System
CA-2015-148950,Confirmed,2015-12-14 03:00:00,OrderManager
CA-2015-148950,Processing,2015-12-14 11:00:00,WarehouseStaff
CA-2015-148950,Shipped,2015-12-19 00:00:00,ShippingDept
CA-2015-148950,Delivered,2015-12-24 00:00:00,DeliveryService
CA-2015-110408,Pending,2015-10-18 00:00:00,System
CA-2015-110408,Confirmed,2015-10-18 05:00:00,OrderManager
CA-2015-110408,Processing,2015-10-19 02:00:00,WarehouseStaff
CA-2015-110408,Shipped,2015-10-20 00:00:00,ShippingDept
CA-2015-110408,Delivered,2015-10-23 00:00:00,DeliveryService
CA-2016-109939,Pending,2016-05-08 00:00:00,System
CA-2016-109939,Confirmed,2016-05-08 12:00:00,OrderManager
CA-2016-109939,Processing,2016-05-09 03:00:00,WarehouseStaff
CA-2016-109939,Shipped,2016-05-12 00:00:00,ShippingDept
CA-2016-109939,Delivered,2016-05-19 00:00:00,DeliveryService
CA-2017-112669,Pending,2017-04-14 00:00:00,System
CA-2017-112669,Confirmed,2017-04-14 06:00:00,OrderManager
CA-2017-112669,Processing,2017-04-15 02:00:00,WarehouseStaff
CA-2017-112669,Shipped,2017-04-14 00:00:00,ShippingDept
CA-2017-112669,Delivered,2017-04-20 00:00:00,DeliveryService
CA-2016-119592,Pending,2016-12-14 00:00:00,System
CA-2016-119592,Confirmed,2016-12-14 11:00:00,OrderManager
CA-2016-119592,Processing,2016-12-15 08:00:00,WarehouseStaff
CA-2016-119592,Shipped,2016-12-16 00:00:00,ShippingDept
CA-2016-119592,Delivered,2016-12-18 00:00:00,DeliveryService
CA-2015-122749,Pending,2015-12-03 00:00:00,System
CA-2015-122749,Confirmed,2015-12-03 12:00:00,OrderManager
CA-2015-122749,Processing,2015-12-04 03:00:00,WarehouseStaff
CA-2015-122749,Shipped,2015-12-09 00:00:00,ShippingDept
CA-2015-122749,Delivered,2015-12-13 00:00:00,DeliveryService
CA-2015-164721,Pending,2015-11-25 00:00:00,System
CA-2015-164721,Confirmed,2015-11-25 12:00:00,OrderManager
CA-2015-164721,Processing,2015-11-25 21:00:00,WarehouseStaff
CA-2015-164721,Shipped,2015-11-27 00:00:00,ShippingDept
CA-2015-164721,Delivered,2015-11-29 00:00:00,DeliveryService
CA-2017-147417,Pending,2017-07-25 00:00:00,System
CA-2017-147417,Confirmed,2017-07-25 05:00:00,OrderManager
CA-2017-147417,Processing,2017-07-25 16:00:00,WarehouseStaff
CA-2017-147417,Shipped,2017-07-27 00:00:00,ShippingDept
CA-2017-147417,Delivered,2017-07-30 00:00:00,DeliveryService
CA-2016-127509,Pending,2016-11-09 00:00:00,System
CA-2016-127509,Confirmed,2016-11-09 12:00:00,OrderManager
CA-2016-127509,Processing,2016-11-10 10:00:00,WarehouseStaff
CA-2016-127509,Shipped,2016-11-13 00:00:00,ShippingDept
CA-2016-127509,Delivered,2016-11-19 00:00:00,DeliveryService
CA-2018-111374,Pending,2018-02-24 00:00:00,System
CA-2018-111374,Confirmed,2018-02-24 06:00:00,OrderManager
CA-2018-111374,Processing,2018-02-25 02:00:00,WarehouseStaff
CA-2018-111374,Shipped,2018-02-28 00:00:00,ShippingDept
CA-2018-111374,Delivered,2018-03-07 00:00:00,DeliveryService
CA-2018-133648,Pending,2018-06-25 00:00:00,System
CA-2018-133648,Confirmed,2018-06-25 02:00:00,OrderManager
CA-2018-133648,Processing,2018-06-25 19:00:00,WarehouseStaff
CA-2018-133648,Shipped,2018-07-02 00:00:00,ShippingDept
CA-2018-133648,Delivered,2018-07-06 00:00:00,DeliveryService
US-2018-147221,Pending,2018-12-02 00:00:00,System
US-2018-147221,Confirmed,2018-12-02 10:00:00,OrderManager
US-2018-147221,Processing,2018-12-02 17:00:00,WarehouseStaff
US-2018-147221,Shipped,2018-12-04 00:00:00,ShippingDept
US-2018-147221,Delivered,2018-12-08 00:00:00,DeliveryService
CA-2015-131905,Pending,2015-02-06 00:00:00,System
CA-2015-131905,Confirmed,2015-02-06 05:00:00,OrderManager
CA-2015-131905,Processing,2015-02-07 02:00:00,WarehouseStaff
CA-2015-131905,Shipped,2015-02-09 00:00:00,ShippingDept
CA-2015-131905,Delivered,2015-02-11 00:00:00,DeliveryService
CA-2018-166128,Pending,2018-04-11 00:00:00,System
CA-2018-166128,Confirmed,2018-04-11 09:00:00,OrderManager
CA-2018-166128,Processing,2018-04-11 19:00:00,WarehouseStaff
CA-2018-166128,Shipped,2018-04-18 00:00:00,ShippingDept
CA-2018-166128,Delivered,2018-04-21 00:00:00,DeliveryService
CA-2018-163510,Pending,2018-12-25 00:00:00,System
CA-2018-163510,Confirmed,2018-12-25 04:00:00,OrderManager
CA-2018-163510,Processing,2018-12-25 20:00:00,WarehouseStaff
CA-2018-163510,Shipped,2018-12-28 00:00:00,ShippingDept
CA-2018-163510,Delivered,2018-12-30 00:00:00,DeliveryService
US-2018-143028,Pending,2018-04-11 00:00:00,System
US-2018-143028,Confirmed,2018-04-11 05:00:00,OrderManager
US-2018-143028,Processing,2018-04-11 12:00:00,WarehouseStaff
US-2018-143028,Shipped,2018-04-18 00:00:00,ShippingDept
US-2018-143028,Delivered,2018-04-21 00:00:00,DeliveryService
CA-2015-111150,Pending,2015-12-31 00:00:00,System
CA-2015-111150,Confirmed,2015-12-31 09:00:00,OrderManager
CA-2015-111150,Processing,2016-01-01 04:00:00,WarehouseStaff
CA-2015-111150,Shipped,2016-01-04 00:00:00,ShippingDept
CA-2015-111150,Delivered,2016-01-07 00:00:00,DeliveryService
CA-2018-165386,Pending,2018-08-03 00:00:00,System
CA-2018-165386,Confirmed,2018-08-03 11:00:00,OrderManager
CA-2018-165386,Processing,2018-08-04 03:00:00,WarehouseStaff
CA-2018-165386,Shipped,2018-08-04 00:00:00,ShippingDept
CA-2018-165386,Delivered,2018-08-07 00:00:00,DeliveryService
CA-2015-116407,Pending,2015-11-15 00:00:00,System
CA-2015-116407,Confirmed,2015-11-15 10:00:00,OrderManager
CA-2015-116407,Processing,2015-11-16 00:00:00,WarehouseStaff
CA-2015-116407,Shipped,2015-11-21 00:00:00,ShippingDept
CA-2015-116407,Delivered,2015-11-26 00:00:00,DeliveryService
CA-2016-155761,Pending,2016-12-11 00:00:00,System
CA-2016-155761,Confirmed,2016-12-11 09:00:00,OrderManager
CA-2016-155761,Processing,2016-12-12 04:00:00,WarehouseStaff
CA-2016-155761,Shipped,2016-12-11 00:00:00,ShippingDept
CA-2016-155761,Delivered,2016-12-15 00:00:00,DeliveryService
CA-2017-145905,Pending,2017-09-18 00:00:00,System
CA-2017-145905,Confirmed,2017-09-18 12:00:00,OrderManager
CA-2017-145905,Processing,2017-09-18 18:00:00,WarehouseStaff
CA-2017-145905,Shipped,2017-09-23 00:00:00,ShippingDept
CA-2017-145905,Delivered,2017-09-27 00:00:00,DeliveryService
CA-2016-113110,Pending,2016-03-19 00:00:00,System
CA-2016-113110,Confirmed,2016-03-19 04:00:00,OrderManager
CA-2016-113110,Processing,2016-03-20 01:00:00,WarehouseStaff
CA-2016-113110,Shipped,2016-03-23 00:00:00,ShippingDept
CA-2016-113110,Delivered,2016-03-26 00:00:00,DeliveryService
CA-2017-168354,Pending,2017-09-19 00:00:00,System
CA-2017-168354,Confirmed,2017-09-19 09:00:00,OrderManager
CA-2017-168354,Processing,2017-09-19 15:00:00,WarehouseStaff
CA-2017-168354,Shipped,2017-09-21 00:00:00,ShippingDept
CA-2017-168354,Delivered,2017-09-25 00:00:00,DeliveryService
US-2018-111241,Pending,2018-08-20 00:00:00,System
US-2018-111241,Confirmed,2018-08-20 01:00:00,OrderManager
US-2018-111241,Processing,2018-08-20 23:00:00,WarehouseStaff
US-2018-111241,Shipped,2018-08-22 00:00:00,ShippingDept
US-2018-111241,Delivered,2018-08-26 00:00:00,DeliveryService
CA-2016-114237,Pending,2016-03-13 00:00:00,System
CA-2016-114237,Confirmed,2016-03-13 01:00:00,OrderManager
CA-2016-114237,Processing,2016-03-13 17:00:00,WarehouseStaff
CA-2016-114237,Shipped,2016-03-15 00:00:00,ShippingDept
CA-2016-114237,Delivered,2016-03-21 00:00:00,DeliveryService
CA-2017-113516,Pending,2017-09-08 00:00:00,System
CA-2017-113516,Confirmed,2017-09-08 11:00:00,OrderManager
CA-2017-113516,Processing,2017-09-08 22:00:00,WarehouseStaff
CA-2017-113516,Shipped,2017-09-10 00:00:00,ShippingDept
CA-2017-113516,Delivered,2017-09-14 00:00:00,DeliveryService
CA-2016-117961,Pending,2016-11-26 00:00:00,System
CA-2016-117961,Confirmed,2016-11-26 10:00:00,OrderManager
CA-2016-117961,Processing,2016-11-27 06:00:00,WarehouseStaff
CA-2016-117961,Shipped,2016-11-30 00:00:00,ShippingDept
CA-2016-117961,Delivered,2016-12-04 00:00:00,DeliveryService
CA-2017-128923,Pending,2017-12-09 00:00:00,System
CA-2017-128923,Confirmed,2017-12-09 04:00:00,OrderManager
CA-2017-128923,Processing,2017-12-09 14:00:00,WarehouseStaff
CA-2017-128923,Shipped,2017-12-13 00:00:00,ShippingDept
CA-2017-128923,Delivered,2017-12-18 00:00:00,DeliveryService
CA-2018-162481,Pending,2018-09-25 00:00:00,System
CA-2018-162481,Confirmed,2018-09-25 02:00:00,OrderManager
CA-2018-162481,Processing,2018-09-25 11:00:00,WarehouseStaff
CA-2018-162481,Shipped,2018-09-29 00:00:00,ShippingDept
CA-2018-162481,Delivered,2018-10-06 00:00:00,DeliveryService
CA-2016-119214,Pending,2016-01-23 00:00:00,System
CA-2016-119214,Confirmed,2016-01-23 07:00:00,OrderManager
CA-2016-119214,Processing,2016-01-23 20:00:00,WarehouseStaff
CA-2016-119214,Shipped,2016-01-27 00:00:00,ShippingDept
CA-2016-119214,Delivered,2016-02-03 00:00:00,DeliveryService
CA-2016-122287,Pending,2016-06-18 00:00:00,System
CA-2016-122287,Confirmed,2016-06-18 04:00:00,OrderManager
CA-2016-122287,Processing,2016-06-18 23:00:00,WarehouseStaff
CA-2016-122287,Shipped,2016-06-23 00:00:00,ShippingDept
CA-2016-122287,Delivered,2016-06-26 00:00:00,DeliveryService
CA-2016-104493,Pending,2016-10-02 00:00:00,System
CA-2016-104493,Confirmed,2016-10-02 10:00:00,OrderManager
CA-2016-104493,Processing,2016-10-03 04:00:00,WarehouseStaff
CA-2016-104493,Shipped,2016-10-08 00:00:00,ShippingDept
CA-2016-104493,Delivered,2016-10-14 00:00:00,DeliveryService
US-2018-158946,Pending,2018-11-18 00:00:00,System
US-2018-158946,Confirmed,2018-11-18 01:00:00,OrderManager
US-2018-158946,Processing,2018-11-18 15:00:00,WarehouseStaff
US-2018-158946,Shipped,2018-11-23 00:00:00,ShippingDept
US-2018-158946,Delivered,2018-11-29 00:00:00,DeliveryService
CA-2015-129168,Pending,2015-08-17 00:00:00,System
CA-2015-129168,Confirmed,2015-08-17 12:00:00,OrderManager
CA-2015-129168,Processing,2015-08-18 08:00:00,WarehouseStaff
CA-2015-129168,Shipped,2015-08-23 00:00:00,ShippingDept
CA-2015-129168,Delivered,2015-08-29 00:00:00,DeliveryService
CA-2017-131835,Pending,2017-07-17 00:00:00,System
CA-2017-131835,Confirmed,2017-07-17 05:00:00,OrderManager
CA-2017-131835,Processing,2017-07-17 18:00:00,WarehouseStaff
CA-2017-131835,Shipped,2017-07-21 00:00:00,ShippingDept
CA-2017-131835,Delivered,2017-07-27 00:00:00,DeliveryService
CA-2016-142237,Pending,2016-07-11 00:00:00,System
CA-2016-142237,Confirmed,2016-07-11 11:00:00,OrderManager
CA-2016-142237,Processing,2016-07-12 01:00:00,WarehouseStaff
CA-2016-142237,Shipped,2016-07-13 00:00:00,ShippingDept
CA-2016-142237,Delivered,2016-07-18 00:00:00,DeliveryService
CA-2017-136434,Pending,2017-12-01 00:00:00,System
CA-2017-136434,Confirmed,2017-12-01 10:00:00,OrderManager
CA-2017-136434,Processing,2017-12-01 17:00:00,WarehouseStaff
CA-2017-136434,Shipped,2017-12-07 00:00:00,ShippingDept
CA-2017-136434,Delivered,2017-12-09 00:00:00,DeliveryService
CA-2018-120376,Pending,2018-12-22 00:00:00,System
CA-2018-120376,Confirmed,2018-12-22 08:00:00,OrderManager
CA-2018-120376,Processing,2018-12-22 17:00:00,WarehouseStaff
CA-2018-120376,Shipped,2018-12-25 00:00:00,ShippingDept
CA-2018-120376,Delivered,2019-01-01 00:00:00,DeliveryService
CA-2015-106439,Pending,2015-10-31 00:00:00,System
CA-2015-106439,Confirmed,2015-10-31 08:00:00,OrderManager
CA-2015-106439,Processing,2015-10-31 15:00:00,WarehouseStaff
CA-2015-106439,Shipped,2015-11-04 00:00:00,ShippingDept
CA-2015-106439,Delivered,2015-11-11 00:00:00,DeliveryService
CA-2016-133452,Pending,2016-04-13 00:00:00,System
CA-2016-133452,Confirmed,2016-04-13 06:00:00,OrderManager
CA-2016-133452,Processing,2016-04-14 06:00:00,WarehouseStaff
CA-2016-133452,Shipped,2016-04-19 00:00:00,ShippingDept
CA-2016-133452,Delivered,2016-04-26 00:00:00,DeliveryService
CA-2017-146521,Pending,2017-07-21 00:00:00,System
CA-2017-146521,Confirmed,2017-07-21 02:00:00,OrderManager
CA-2017-146521,Processing,2017-07-21 22:00:00,WarehouseStaff
CA-2017-146521,Shipped,2017-07-23 00:00:00,ShippingDept
CA-2017-146521,Delivered,2017-07-25 00:00:00,DeliveryService
US-2018-110996,Pending,2018-11-20 00:00:00,System
US-2018-110996,Confirmed,2018-11-20 07:00:00,OrderManager
US-2018-110996,Processing,2018-11-20 19:00:00,WarehouseStaff
US-2018-110996,Shipped,2018-11-25 00:00:00,ShippingDept
US-2018-110996,Delivered,2018-11-29 00:00:00,DeliveryService
CA-2017-129693,Pending,2017-11-26 00:00:00,System
CA-2017-129693,Confirmed,2017-11-26 09:00:00,OrderManager
CA-2017-129693,Processing,2017-11-26 19:00:00,WarehouseStaff
CA-2017-129693,Shipped,2017-12-02 00:00:00,ShippingDept
CA-2017-129693,Delivered,2017-12-09 00:00:00,DeliveryService
CA-2018-122504,Pending,2018-11-07 00:00:00,System
CA-2018-122504,Confirmed,2018-11-07 06:00:00,OrderManager
CA-2018-122504,Processing,2018-11-08 00:00:00,WarehouseStaff
CA-2018-122504,Shipped,2018-11-12 00:00:00,ShippingDept
CA-2018-122504,Delivered,2018-11-19 00:00:00,DeliveryService
CA-2015-131051,Pending,2015-12-01 00:00:00,System
CA-2015-131051,Confirmed,2015-12-01 04:00:00,OrderManager
CA-2015-131051,Processing,2015-12-01 14:00:00,WarehouseStaff
CA-2015-131051,Shipped,2015-12-05 00:00:00,ShippingDept
CA-2015-131051,Delivered,2015-12-11 00:00:00,DeliveryService
CA-2018-140676,Pending,2018-09-12 00:00:00,System
CA-2018-140676,Confirmed,2018-09-12 11:00:00,OrderManager
CA-2018-140676,Processing,2018-09-13 00:00:00,WarehouseStaff
CA-2018-140676,Shipped,2018-09-15 00:00:00,ShippingDept
CA-2018-140676,Delivered,2018-09-21 00:00:00,DeliveryService
CA-2016-120103,Pending,2016-12-24 00:00:00,System
CA-2016-120103,Confirmed,2016-12-24 08:00:00,OrderManager
CA-2016-120103,Processing,2016-12-24 16:00:00,WarehouseStaff
CA-2016-120103,Shipped,2016-12-29 00:00:00,ShippingDept
CA-2016-120103,Delivered,2017-01-02 00:00:00,DeliveryService
CA-2018-104647,Pending,2018-02-23 00:00:00,System
CA-2018-104647,Confirmed,2018-02-23 12:00:00,OrderManager
CA-2018-104647,Processing,2018-02-24 05:00:00,WarehouseStaff
CA-2018-104647,Shipped,2018-03-01 00:00:00,ShippingDept
CA-2018-104647,Delivered,2018-03-03 00:00:00,DeliveryService
CA-2015-110352,Pending,2015-11-23 00:00:00,System
CA-2015-110352,Confirmed,2015-11-23 09:00:00,OrderManager
CA-2015-110352,Processing,2015-11-24 05:00:00,WarehouseStaff
CA-2015-110352,Shipped,2015-11-29 00:00:00,ShippingDept
CA-2015-110352,Delivered,2015-12-04 00:00:00,DeliveryService
CA-2017-140501,Pending,2017-06-23 00:00:00,System
CA-2017-140501,Confirmed,2017-06-23 06:00:00,OrderManager
CA-2017-140501,Processing,2017-06-24 01:00:00,WarehouseStaff
CA-2017-140501,Shipped,2017-06-28 00:00:00,ShippingDept
CA-2017-140501,Delivered,2017-06-30 00:00:00,DeliveryService
CA-2016-139290,Pending,2016-10-26 00:00:00,System
CA-2016-139290,Confirmed,2016-10-26 01:00:00,OrderManager
CA-2016-139290,Processing,2016-10-26 15:00:00,WarehouseStaff
CA-2016-139290,Shipped,2016-10-30 00:00:00,ShippingDept
CA-2016-139290,Delivered,2016-11-02 00:00:00,DeliveryService
CA-2018-166142,Pending,2018-07-15 00:00:00,System
CA-2018-166142,Confirmed,2018-07-15 07:00:00,OrderManager
CA-2018-166142,Processing,2018-07-15 19:00:00,WarehouseStaff
CA-2018-166142,Shipped,2018-07-19 00:00:00,ShippingDept
CA-2018-166142,Delivered,2018-07-21 00:00:00,DeliveryService
CA-2015-145926,Pending,2015-11-17 00:00:00,System
CA-2015-145926,Confirmed,2015-11-17 04:00:00,OrderManager
CA-2015-145926,Processing,2015-11-17 15:00:00,WarehouseStaff
CA-2015-145926,Shipped,2015-11-21 00:00:00,ShippingDept
CA-2015-145926,Delivered,2015-11-28 00:00:00,DeliveryService
CA-2016-149678,Pending,2016-04-13 00:00:00,System
CA-2016-149678,Confirmed,2016-04-13 09:00:00,OrderManager
CA-2016-149678,Processing,2016-04-14 04:00:00,WarehouseStaff
CA-2016-149678,Shipped,2016-04-15 00:00:00,ShippingDept
CA-2016-149678,Delivered,2016-04-20 00:00:00,DeliveryService
US-2016-164357,Pending,2016-11-25 00:00:00,System
US-2016-164357,Confirmed,2016-11-25 06:00:00,OrderManager
US-2016-164357,Processing,2016-11-25 15:00:00,WarehouseStaff
US-2016-164357,Shipped,2016-11-29 00:00:00,ShippingDept
US-2016-164357,Delivered,2016-12-03 00:00:00,DeliveryService
US-2017-146570,Pending,2017-05-15 00:00:00,System
US-2017-146570,Confirmed,2017-05-15 01:00:00,OrderManager
US-2017-146570,Processing,2017-05-15 23:00:00,WarehouseStaff
US-2017-146570,Shipped,2017-05-20 00:00:00,ShippingDept
US-2017-146570,Delivered,2017-05-25 00:00:00,DeliveryService
CA-2018-124401,Pending,2018-09-07 00:00:00,System
CA-2018-124401,Confirmed,2018-09-07 05:00:00,OrderManager
CA-2018-124401,Processing,2018-09-07 11:00:00,WarehouseStaff
CA-2018-124401,Shipped,2018-09-12 00:00:00,ShippingDept
CA-2018-124401,Delivered,2018-09-18 00:00:00,DeliveryService
US-2015-140116,Pending,2015-03-10 00:00:00,System
US-2015-140116,Confirmed,2015-03-10 02:00:00,OrderManager
US-2015-140116,Processing,2015-03-10 22:00:00,WarehouseStaff
US-2015-140116,Shipped,2015-03-17 00:00:00,ShippingDept
US-2015-140116,Delivered,2015-03-21 00:00:00,DeliveryService
CA-2015-123295,Pending,2015-07-18 00:00:00,System
CA-2015-123295,Confirmed,2015-07-18 11:00:00,OrderManager
CA-2015-123295,Processing,2015-07-18 21:00:00,WarehouseStaff
CA-2015-123295,Shipped,2015-07-18 00:00:00,ShippingDept
CA-2015-123295,Delivered,2015-07-23 00:00:00,DeliveryService
CA-2018-167101,Pending,2018-03-24 00:00:00,System
CA-2018-167101,Confirmed,2018-03-24 10:00:00,OrderManager
CA-2018-167101,Processing,2018-03-25 07:00:00,WarehouseStaff
CA-2018-167101,Shipped,2018-03-28 00:00:00,ShippingDept
CA-2018-167101,Delivered,2018-04-04 00:00:00,DeliveryService
US-2015-167633,Pending,2015-09-30 00:00:00,System
US-2015-167633,Confirmed,2015-09-30 07:00:00,OrderManager
US-2015-167633,Processing,2015-09-30 21:00:00,WarehouseStaff
US-2015-167633,Shipped,2015-10-05 00:00:00,ShippingDept
US-2015-167633,Delivered,2015-10-08 00:00:00,DeliveryService
US-2015-152723,Pending,2015-09-26 00:00:00,System
US-2015-152723,Confirmed,2015-09-26 07:00:00,OrderManager
US-2015-152723,Processing,2015-09-26 15:00:00,WarehouseStaff
US-2015-152723,Shipped,2015-09-26 00:00:00,ShippingDept
US-2015-152723,Delivered,2015-09-30 00:00:00,DeliveryService
CA-2016-164882,Pending,2016-10-31 00:00:00,System
CA-2016-164882,Confirmed,2016-10-31 09:00:00,OrderManager
CA-2016-164882,Processing,2016-10-31 23:00:00,WarehouseStaff
CA-2016-164882,Shipped,2016-10-31 00:00:00,ShippingDept
CA-2016-164882,Delivered,2016-11-04 00:00:00,DeliveryService
CA-2016-159786,Pending,2016-10-12 00:00:00,System
CA-2016-159786,Confirmed,2016-10-12 06:00:00,OrderManager
CA-2016-159786,Processing,2016-10-13 00:00:00,WarehouseStaff
CA-2016-159786,Shipped,2016-10-17 00:00:00,ShippingDept
CA-2016-159786,Delivered,2016-10-20 00:00:00,DeliveryService
CA-2017-130267,Pending,2017-09-19 00:00:00,System
CA-2017-130267,Confirmed,2017-09-19 12:00:00,OrderManager
CA-2017-130267,Processing,2017-09-20 05:00:00,WarehouseStaff
CA-2017-130267,Shipped,2017-09-23 00:00:00,ShippingDept
CA-2017-130267,Delivered,2017-09-30 00:00:00,DeliveryService
CA-2018-155460,Pending,2018-04-13 00:00:00,System
CA-2018-155460,Confirmed,2018-04-13 11:00:00,OrderManager
CA-2018-155460,Processing,2018-04-14 08:00:00,WarehouseStaff
