Product_ID,Product_Name,Category,Sub_Category,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Cost,Warehouse_Location,Last_Restock_Date,Supplier_ID
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,75,18,45,0.89,WH-A17,2026-01-17,SUP-034
OFF-AR-10000588,Newell 345,Office Supplies,Art,153,38,91,8.87,WH-C06,2026-01-02,SUP-026
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,116,29,69,15.45,WH-D08,2026-01-22,SUP-035
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,75,18,45,24.12,WH-C02,2025-12-18,SUP-041
OFF-AR-10003156,50 Colored Long Pencils,Office Supplies,Art,122,30,73,2.84,WH-D12,2026-01-01,SUP-030
OFF-AR-10004974,Newell 342,Office Supplies,Art,38,9,22,0.87,WH-A01,2026-01-20,SUP-036
TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Phones,86,21,51,3.69,WH-D19,2025-11-20,SUP-033
OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,97,24,58,127.61,WH-B04,2026-02-07,SUP-007
TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories,96,24,57,9.1,WH-B09,2025-12-05,SUP-044
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,120,30,72,28.14,WH-A03,2026-01-18,SUP-034
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,163,40,97,148.8,WH-B09,2025-12-04,SUP-017
OFF-EN-10001415,Staple envelope,Office Supplies,Envelopes,56,14,33,1.9,WH-A02,2026-01-03,SUP-030
OFF-AP-10002472,3M Office Air Cleaner,Office Supplies,Appliances,49,12,29,8.96,WH-B01,2026-02-10,SUP-029
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,104,26,62,44.8,WH-D17,2026-01-05,SUP-036
OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,171,42,102,3.28,WH-A03,2026-01-29,SUP-050
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,111,27,66,161.19,WH-C02,2025-12-03,SUP-033
OFF-BI-10000315,Poly Designer Cover & Back,Office Supplies,Binders,116,29,69,7.23,WH-A19,2026-02-04,SUP-006
OFF-SU-10003505,Premier Electric Letter Opener,Office Supplies,Supplies,173,43,103,35.73,WH-C07,2025-11-17,SUP-014
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,109,27,65,17.46,WH-D11,2025-12-22,SUP-018
FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,90,22,54,28.8,WH-D02,2026-01-01,SUP-022
OFF-BI-10002194,Cardinal Hold-It CD Pocket,Office Supplies,Binders,102,25,61,1.27,WH-D08,2026-01-04,SUP-027
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,107,26,64,20.56,WH-B04,2026-01-29,SUP-009
OFF-ST-10002743,SAFCO Boltless Steel Shelving,Office Supplies,Storage,116,29,69,61.73,WH-D16,2025-12-09,SUP-040
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,70,17,42,34.89,WH-A09,2025-12-15,SUP-046
TEC-PH-10002680,Samsung Galaxy Note 3,Technology,Phones,77,19,46,115.53,WH-C06,2025-12-15,SUP-044
OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,132,33,79,8.55,WH-C09,2026-01-04,SUP-038
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,88,22,52,5.33,WH-B16,2025-11-22,SUP-044
OFF-PA-10003465,Xerox 1912,Office Supplies,Paper,92,23,55,5.08,WH-A17,2025-11-13,SUP-015
TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,83,20,49,13.39,WH-C18,2026-01-09,SUP-050
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,113,28,67,1.61,WH-B01,2025-12-02,SUP-001
OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,166,41,99,70.24,WH-D06,2026-01-08,SUP-033
TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories,48,12,28,1.38,WH-C01,2025-12-21,SUP-046
TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,109,27,65,40.03,WH-A17,2025-12-19,SUP-042
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,134,33,80,6.31,WH-C10,2025-12-19,SUP-048
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,162,40,97,33.89,WH-B07,2026-01-09,SUP-010
TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Technology,Phones,74,18,44,35.34,WH-C06,2025-11-24,SUP-032
TEC-PH-10001363,Apple iPhone 5S,Technology,Phones,46,11,27,284.67,WH-C19,2026-01-07,SUP-032
TEC-PH-10000376,Square Credit Card Reader,Technology,Phones,180,45,108,2.58,WH-B01,2025-12-25,SUP-047
TEC-AC-10000303,Logitech M510 Wireless Mouse,Technology,Accessories,65,16,39,16.16,WH-A17,2026-01-25,SUP-017
OFF-ST-10001809,Fellowes Officeware Wire Shelving,Office Supplies,Storage,181,45,108,69.28,WH-C03,2026-02-02,SUP-002
OFF-EN-10003845,Colored Envelopes,Office Supplies,Envelopes,87,21,52,1.22,WH-A06,2026-02-04,SUP-036
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories,81,20,48,15.95,WH-B12,2025-12-13,SUP-015
FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables,88,22,52,23.09,WH-C10,2025-11-24,SUP-015
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,58,14,34,17.65,WH-A01,2026-01-07,SUP-026
OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders,66,16,39,15.84,WH-D03,2026-01-13,SUP-040
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,121,30,72,28.41,WH-D10,2026-01-06,SUP-030
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,67,16,40,7.4,WH-C05,2026-01-31,SUP-040
OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders,207,51,124,8.47,WH-D20,2025-11-28,SUP-029
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,122,30,73,5.25,WH-A16,2026-02-03,SUP-027
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,117,29,70,218.01,WH-B07,2026-01-22,SUP-045
OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,72,18,43,0.41,WH-C05,2025-12-11,SUP-032
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,146,36,87,24.49,WH-A18,2025-12-17,SUP-028
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,80,20,48,2.59,WH-A05,2026-01-03,SUP-046
OFF-AR-10003856,Newell 344,Office Supplies,Art,78,19,46,1.62,WH-B05,2026-02-01,SUP-036
OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Storage,142,35,85,5.21,WH-C16,2025-11-13,SUP-002
OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,122,30,73,452.66,WH-C14,2026-02-04,SUP-009
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,74,18,44,32.52,WH-C13,2025-12-11,SUP-006
TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,91,22,54,9.05,WH-B19,2026-01-23,SUP-001
OFF-AR-10003811,Newell 327,Office Supplies,Art,103,25,61,1.02,WH-D04,2026-01-23,SUP-013
OFF-AR-10001246,Newell 317,Office Supplies,Art,100,25,60,1.35,WH-C19,2026-02-03,SUP-037
TEC-CO-10003236,Canon Image Class D660 Copier,Technology,Copiers,87,21,52,149.56,WH-D19,2025-11-25,SUP-040
OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,193,48,115,4.79,WH-D20,2026-02-05,SUP-017
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,154,38,92,2.69,WH-B04,2025-12-03,SUP-027
OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,113,28,67,143.07,WH-B17,2025-11-29,SUP-008
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,201,50,120,36.23,WH-B08,2026-01-28,SUP-034
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,107,26,64,1.33,WH-C20,2025-11-21,SUP-022
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,185,46,111,11.31,WH-A11,2026-01-23,SUP-013
TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,263,65,157,81.29,WH-C14,2025-12-01,SUP-044
OFF-FA-10002815,Staples,Office Supplies,Fasteners,52,13,31,3.09,WH-B01,2026-01-25,SUP-043
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,156,39,93,117.42,WH-B20,2025-11-26,SUP-002
OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage,98,24,58,6.04,WH-C14,2026-01-11,SUP-028
OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,126,31,75,295.53,WH-C13,2026-01-03,SUP-012
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,89,22,53,9.2,WH-D09,2026-01-28,SUP-017
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,166,41,99,78.46,WH-D01,2025-12-30,SUP-019
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,77,19,46,4.8,WH-B09,2025-11-20,SUP-020
TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,145,36,87,87.95,WH-D16,2026-02-03,SUP-008
OFF-ST-10001325,Sterilite Officeware Hinged File Box,Office Supplies,Storage,138,34,82,3.28,WH-D02,2026-02-05,SUP-032
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,127,31,76,9.2,WH-A13,2026-01-27,SUP-020
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,58,14,34,1.13,WH-A16,2026-01-09,SUP-011
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,95,23,57,27.86,WH-A14,2025-12-21,SUP-034
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,256,64,153,32.43,WH-C12,2026-01-06,SUP-002
TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,76,19,45,59.24,WH-B13,2025-12-11,SUP-034
TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,60,15,36,24.65,WH-A15,2025-11-24,SUP-024
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,91,22,54,27.28,WH-C18,2025-11-29,SUP-048
TEC-PH-10002597,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,65,16,39,32.42,WH-D10,2025-11-13,SUP-003
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,145,36,87,20.17,WH-B12,2025-12-02,SUP-026
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,99,24,59,1.95,WH-A13,2025-11-19,SUP-045
OFF-PA-10002986,Xerox 1898,Office Supplies,Paper,219,54,131,3.08,WH-A11,2025-11-26,SUP-007
OFF-SU-10001935,Staple remover,Office Supplies,Supplies,82,20,49,0.65,WH-D20,2025-12-03,SUP-043
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,132,33,79,366.16,WH-D06,2026-01-29,SUP-045
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,86,21,51,14.2,WH-A14,2025-12-17,SUP-050
OFF-FA-10004248,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,81,20,48,1.18,WH-C08,2026-02-02,SUP-008
OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,75,18,45,194.09,WH-B09,2025-12-07,SUP-006
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,146,36,87,1.5,WH-D09,2025-11-17,SUP-041
OFF-LA-10001297,Avery 473,Office Supplies,Labels,121,30,72,5.31,WH-B06,2026-01-30,SUP-035
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,Tables,85,21,51,300.25,WH-D12,2025-12-31,SUP-020
OFF-PA-10003441,Xerox 226,Office Supplies,Paper,210,52,126,3.48,WH-A13,2025-12-25,SUP-022
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,164,41,98,6.32,WH-B19,2026-01-31,SUP-043
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,24,6,14,8.63,WH-D19,2025-12-11,SUP-038
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,87,21,52,2.96,WH-C17,2025-12-28,SUP-018
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,24,6,14,1.1,WH-D20,2025-11-25,SUP-049
TEC-PH-10002496,Cisco SPA301,Technology,Phones,119,29,71,80.62,WH-C05,2026-01-06,SUP-016
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,83,20,49,11.29,WH-A20,2026-02-08,SUP-044
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,119,29,71,5.8,WH-B18,2026-01-31,SUP-012
OFF-PA-10004451,Xerox 222,Office Supplies,Paper,120,30,72,3.43,WH-B08,2025-11-18,SUP-009
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,99,24,59,99.38,WH-B10,2025-11-30,SUP-022
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,135,33,81,1.52,WH-D02,2026-01-04,SUP-040
OFF-AR-10003394,Newell 332,Office Supplies,Art,85,21,51,1.96,WH-D11,2025-12-12,SUP-024
OFF-PA-10001450,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,55,13,33,1.73,WH-C01,2026-02-07,SUP-002
OFF-SU-10001574,Acme Value Line Scissors,Office Supplies,Supplies,124,31,74,1.09,WH-A05,2025-12-19,SUP-004
FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,Furnishings,116,29,69,6.94,WH-C10,2025-12-04,SUP-032
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,115,28,69,4.28,WH-D05,2026-01-15,SUP-047
TEC-PH-10000586,AT&T SB67148 SynJ,Technology,Phones,44,11,26,32.31,WH-D20,2025-11-29,SUP-015
OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,62,15,37,2.04,WH-A14,2026-01-27,SUP-037
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,130,32,78,65.33,WH-D09,2026-02-08,SUP-037
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Technology,Phones,109,27,65,10.9,WH-D05,2026-01-23,SUP-001
OFF-PA-10002005,Xerox 225,Office Supplies,Paper,157,39,94,2.83,WH-C19,2025-11-28,SUP-038
OFF-PA-10004101,Xerox 1894,Office Supplies,Paper,110,27,66,4.64,WH-A18,2025-12-05,SUP-006
OFF-AR-10004078,Newell 312,Office Supplies,Art,114,28,68,2.91,WH-A12,2025-12-08,SUP-015
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,162,40,97,8.89,WH-D14,2026-01-16,SUP-033
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,87,21,52,28.31,WH-D02,2026-02-01,SUP-027
OFF-SU-10004115,Acme Stainless Steel Office Snips,Office Supplies,Supplies,73,18,43,2.68,WH-B07,2026-02-02,SUP-023
TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Technology,Phones,65,16,39,55.4,WH-A19,2026-01-25,SUP-019
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Technology,Phones,55,13,33,99.97,WH-C11,2026-01-24,SUP-013
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,156,39,93,98.2,WH-D17,2025-12-15,SUP-043
OFF-PA-10002120,Xerox 1889,Office Supplies,Paper,78,19,46,17.87,WH-D13,2026-01-08,SUP-033
OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,105,26,63,0.74,WH-B02,2025-12-03,SUP-014
TEC-PH-10003092,Motorola L804,Technology,Phones,121,30,72,11.53,WH-B03,2026-01-26,SUP-010
OFF-LA-10004345,Avery 493,Office Supplies,Labels,86,21,51,1.47,WH-A12,2025-12-25,SUP-016
OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,141,35,84,0.96,WH-D06,2026-01-18,SUP-014
TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,81,20,48,73.83,WH-B12,2026-01-08,SUP-005
OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,109,27,65,1.59,WH-D14,2025-11-18,SUP-028
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,115,28,69,4.35,WH-A14,2026-01-31,SUP-004
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,125,31,75,2.69,WH-B11,2026-01-05,SUP-014
OFF-BI-10002824,Recycled Easel Ring Binders,Office Supplies,Binders,114,28,68,3.73,WH-B08,2026-01-08,SUP-030
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,Phones,97,24,58,22.31,WH-A02,2025-12-22,SUP-049
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,190,47,114,1.81,WH-C09,2026-02-06,SUP-019
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,104,26,62,75.31,WH-C20,2025-11-13,SUP-001
OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,79,19,47,50.77,WH-A09,2026-01-16,SUP-027
OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,93,23,55,38.1,WH-D16,2025-12-04,SUP-028
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,145,36,87,3.46,WH-B16,2025-11-25,SUP-001
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,77,19,46,22.13,WH-C04,2026-01-08,SUP-040
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,165,41,99,1.2,WH-B09,2026-01-08,SUP-007
OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,Storage,87,21,52,57.96,WH-B20,2026-02-07,SUP-045
TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,62,15,37,20.21,WH-C06,2025-12-17,SUP-024
TEC-PH-10002103,Jabra SPEAK 410,Technology,Phones,95,23,57,60.42,WH-C09,2025-11-18,SUP-001
TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,74,18,44,3.45,WH-A10,2026-01-11,SUP-026
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,105,26,63,34.79,WH-C15,2026-02-01,SUP-013
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,112,28,67,8.67,WH-D15,2026-01-17,SUP-030
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,136,34,81,16.19,WH-C01,2026-02-10,SUP-025
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,207,51,124,2.31,WH-A04,2025-12-27,SUP-008
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,Furnishings,133,33,79,2.8,WH-C15,2026-01-04,SUP-003
OFF-ST-10000585,Economy Rollaway Files,Office Supplies,Storage,62,15,37,120.28,WH-B11,2026-01-14,SUP-015
OFF-LA-10002787,Avery 480,Office Supplies,Labels,121,30,72,1.65,WH-C13,2025-12-13,SUP-012
OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,158,39,94,2.2,WH-A03,2025-11-24,SUP-007
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,73,18,43,43.1,WH-B17,2025-12-31,SUP-045
OFF-FA-10003112,Staples,Office Supplies,Fasteners,126,31,75,1.9,WH-D05,2025-12-16,SUP-005
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,88,22,52,9.47,WH-D06,2025-12-09,SUP-011
TEC-AC-10001142,First Data FD10 PIN Pad,Technology,Accessories,71,17,42,73.13,WH-D13,2026-01-05,SUP-018
TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,73,18,43,9.45,WH-D15,2025-12-23,SUP-048
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,57,14,34,48.11,WH-A03,2025-11-29,SUP-033
OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,141,35,84,1.62,WH-B05,2026-01-19,SUP-035
OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,92,23,55,34.62,WH-A13,2025-11-17,SUP-032
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,107,26,64,32.43,WH-D05,2026-01-21,SUP-002
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,109,27,65,2.69,WH-B05,2026-01-28,SUP-018
TEC-PH-10004042,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones,60,15,36,73.83,WH-B06,2026-02-07,SUP-040
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",Furniture,Furnishings,111,27,66,2.82,WH-D17,2026-01-29,SUP-018
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,104,26,62,8.01,WH-A04,2025-12-19,SUP-039
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,96,24,57,81.24,WH-A05,2026-01-10,SUP-039
OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,146,36,87,12.58,WH-B08,2025-12-09,SUP-021
OFF-AR-10001954,Newell 331,Office Supplies,Art,91,22,54,2.17,WH-D09,2025-12-29,SUP-034
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,154,38,92,7.46,WH-A20,2025-11-14,SUP-013
OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,129,32,77,4.02,WH-A10,2025-11-17,SUP-048
OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,68,17,40,2.67,WH-C18,2025-12-23,SUP-021
TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,89,22,53,4.21,WH-D10,2025-11-27,SUP-029
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,89,22,53,27.11,WH-B02,2026-02-05,SUP-005
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,216,54,129,52.66,WH-C15,2026-01-05,SUP-003
OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,71,17,42,2.83,WH-D16,2026-01-27,SUP-044
OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,97,24,58,8.07,WH-B12,2026-02-09,SUP-012
TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,24,6,14,2819.17,WH-D02,2025-12-27,SUP-001
OFF-LA-10001934,Avery 516,Office Supplies,Labels,104,26,62,2.9,WH-C04,2025-12-30,SUP-030
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,158,39,94,49.46,WH-B18,2025-12-17,SUP-031
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,91,22,54,33.83,WH-A15,2025-12-07,SUP-003
OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,118,29,70,3.3,WH-C08,2026-01-30,SUP-015
TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories,48,12,28,128.91,WH-B11,2025-11-25,SUP-028
OFF-PA-10000743,Xerox 1977,Office Supplies,Paper,86,21,51,3.76,WH-B03,2025-12-28,SUP-014
OFF-LA-10002312,Avery 490,Office Supplies,Labels,92,23,55,3.85,WH-D11,2026-01-14,SUP-034
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,149,37,89,15.52,WH-B07,2025-11-28,SUP-012
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,20,5,12,2.8,WH-B15,2026-01-13,SUP-004
OFF-BI-10001575,GBC Linen Binding Covers,Office Supplies,Binders,122,30,73,3.92,WH-C03,2026-01-06,SUP-034
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,117,29,70,23.28,WH-D11,2025-11-24,SUP-018
FUR-TA-10002774,Laminate Occasional Tables,Furniture,Tables,88,22,52,63.71,WH-C18,2026-01-04,SUP-031
OFF-PA-10001800,Xerox 220,Office Supplies,Paper,115,28,69,2.26,WH-A09,2025-12-25,SUP-001
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,84,21,50,18.43,WH-A15,2026-02-08,SUP-014
FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,64,16,38,188.65,WH-A02,2025-12-08,SUP-026
